chrom	start	end	Tregs-NK	Tregs-Naive CD4 T	Tregs-Naive CD8 T	Tregs-CD4 TCM	Tregs-CD8 TCM	Tregs-CD8 TEMRA	Tregs-CD4 TEM	Tregs-CD8 TEM	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2
chrX	78954287	78954289	0.8346666666666666	0.7146666666666667	0.816	0.5655000000000001	0.568	0.8265	0.545	0.71	0.545	0.8346666666666666	0.6975416666666666	0.6212708333333333
chr6	156866422	156866424	0.8386666666666667	0.7563333333333332	0.7803333333333332	0.5105	0.8079999999999999	0.7859999999999999	0.5575000000000001	0.8190000000000001	0.5105	0.8386666666666667	0.7320416666666666	0.6212708333333332
chr11	76667673	76667675	0.6525	0.7218333333333333	0.6951666666666667	0.596	0.616	0.619	0.6345	0.6369999999999999	0.596	0.7218333333333333	0.6465	0.62125
chr18	13383373	13383375	0.8716666666666667	0.8126666666666666	0.8763333333333333	0.4515	0.866	0.8715	0.7195000000000001	0.858	0.4515	0.8763333333333333	0.7908958333333332	0.6211979166666666
chr1	221730727	221730729	0.605	0.6819999999999999	0.645	0.591	0.6819999999999999	0.6419999999999999	0.6819999999999999	0.6819999999999999	0.591	0.6819999999999999	0.651375	0.6211875
chr8	23379654	23379656	0.474	0.75	0.6	0.8390000000000001	0.84	0.8895	0.8079999999999999	0.938	0.474	0.938	0.7673125	0.6206562499999999
chr12	56041076	56041078	0.7953333333333332	0.7153333333333332	0.7513333333333332	0.5469999999999999	0.6755	0.6735	0.6234999999999999	0.7610000000000001	0.5469999999999999	0.7953333333333332	0.6928124999999999	0.6199062499999999
chr10	17660598	17660600	0.7068333333333334	0.5748333333333333	0.5745	0.6614999999999999	0.6925	0.6799999999999999	0.7170000000000001	0.7094999999999999	0.5745	0.7170000000000001	0.6645833333333333	0.6195416666666667
chr20	14548533	14548535	0.8196666666666667	1.0	0.745	0.8160000000000001	0.7809999999999999	1.0	0.75	0.444	0.444	1.0	0.7944583333333333	0.6192291666666666
chr8	20280748	20280750	0.5710000000000001	0.6786666666666666	0.6803333333333333	0.6699999999999999	0.6719999999999999	0.6890000000000001	0.6880000000000001	0.6869999999999999	0.5710000000000001	0.6890000000000001	0.667	0.619
chr10	17651865	17651867	0.5880000000000001	0.8926666666666666	0.8380000000000001	0.5355000000000001	0.5275000000000001	0.8945000000000001	0.6105	0.7845	0.5275000000000001	0.8945000000000001	0.7088958333333333	0.6181979166666667
chrX	77672154	77672156	0.8233333333333333	0.7559999999999999	0.7613333333333333	0.5395	0.774	0.7440000000000001	0.5319999999999999	0.7025	0.5319999999999999	0.8233333333333333	0.7040833333333333	0.6180416666666666
chr2	203870732	203870734	0.9228333333333332	0.8525	0.8991666666666666	0.4385	0.8195	0.9425	0.624	0.8705	0.4385	0.9425	0.7961874999999999	0.61734375
chr16	56826969	56826971	0.8135	0.7281666666666666	0.7788333333333334	0.5665	0.706	0.7685	0.5255000000000001	0.7745	0.5255000000000001	0.8135	0.7076874999999999	0.61659375
chr3	44318755	44318757	0.9	1.0	0.5	0.727	0.667	0.7045	0.75	0.6	0.5	1.0	0.7310625	0.61553125
chr12	69759671	69759673	0.875	1.0	0.7223333333333333	0.833	1.0	0.9585	0.433	0.5579999999999999	0.433	1.0	0.7974791666666666	0.6152395833333333
chr11	108792057	108792059	0.7236666666666667	0.7540000000000001	0.7653333333333334	0.5599999999999999	0.7495	0.7745000000000001	0.534	0.7070000000000001	0.534	0.7745000000000001	0.696	0.615
chr18	13383986	13383988	0.7244999999999999	0.7518333333333332	0.7451666666666668	0.5429999999999999	0.691	0.638	0.7020000000000001	0.6985	0.5429999999999999	0.7518333333333332	0.68675	0.614875
chr5	148437297	148437299	0.7813333333333332	0.743	0.723	0.539	0.6429999999999999	0.7835	0.6655000000000001	0.6425	0.539	0.7835	0.6901041666666666	0.6145520833333333
chr10	17651819	17651821	0.5756666666666667	0.8839999999999999	0.943	0.4875	0.6739999999999999	0.927	0.5950000000000001	0.8440000000000001	0.4875	0.943	0.7412708333333333	0.6143854166666667
chr10	17671209	17671211	0.6210000000000001	0.8613333333333334	0.5489999999999999	0.5255000000000001	0.8340000000000001	0.7125000000000001	0.633	0.888	0.5255000000000001	0.888	0.7030416666666667	0.6142708333333333
chr3	67000274	67000276	0.7270000000000001	0.8583333333333334	0.8586666666666667	0.4850000000000001	0.6670000000000001	0.893	0.6285000000000001	0.8305	0.4850000000000001	0.893	0.7435	0.6142500000000001
chr1	16327484	16327486	0.6183333333333333	0.578	0.6613333333333333	0.6405	0.6815	0.703	0.6575	0.6365	0.578	0.703	0.6470833333333333	0.6125416666666667
chr12	13825805	13825807	0.6835	0.75	0.75	0.5225	0.6615	0.75	0.75	0.75	0.5225	0.75	0.7021875	0.61234375
chr4	75583203	75583205	0.8193333333333334	0.8193333333333334	0.8193333333333334	0.5545	0.5755	0.642	0.5479999999999999	0.627	0.5479999999999999	0.8193333333333334	0.675625	0.6118125
chr6	43222330	43222332	0.8488333333333332	0.7618333333333334	0.8501666666666666	0.5045	0.6575	0.812	0.639	0.6705	0.5045	0.8501666666666666	0.7180416666666666	0.6112708333333332
chr7	55473025	55473027	0.6743333333333333	0.7190000000000001	0.578	0.6164999999999999	0.594	0.6890000000000001	0.594	0.6865	0.578	0.7190000000000001	0.6439166666666666	0.6109583333333333
chr4	3091624	3091626	0.7543333333333333	0.6485000000000001	0.7393333333333332	0.6034999999999999	0.7224999999999999	0.7605	0.536	0.7140000000000001	0.536	0.7605	0.6848333333333332	0.6104166666666666
chr10	17651004	17651006	0.6409999999999999	0.688	0.6940000000000001	0.5845	0.593	0.6559999999999999	0.6034999999999999	0.6279999999999999	0.5845	0.6940000000000001	0.6359999999999999	0.61025
chr2	213139163	213139165	0.55	0.7373333333333334	0.8026666666666666	0.645	0.6120000000000001	0.6815	0.7705	0.5634999999999999	0.55	0.8026666666666666	0.6703125000000001	0.6101562500000001
chr12	56023019	56023021	0.6558333333333334	0.5984999999999999	0.6838333333333334	0.579	0.6285000000000001	0.6609999999999999	0.6445	0.667	0.579	0.6838333333333334	0.6397708333333333	0.6093854166666666
chr18	13377908	13377910	0.9106666666666666	0.9023333333333332	0.915	0.6965	0.7090000000000001	0.9415	0.4175	0.9075	0.4175	0.9415	0.7999999999999999	0.6087499999999999
chr18	13380560	13380562	0.6658333333333333	0.5808333333333333	0.6761666666666666	0.5700000000000001	0.7004999999999999	0.6609999999999999	0.6360000000000001	0.6839999999999999	0.5700000000000001	0.7004999999999999	0.6467916666666668	0.6083958333333335
chr20	61777830	61777832	0.6869999999999999	0.5395	0.7183333333333334	0.5710000000000001	0.642	0.6465000000000001	0.649	0.9620000000000001	0.5395	0.9620000000000001	0.6769166666666666	0.6082083333333332
chr10	119727034	119727036	0.7116666666666668	0.679	0.7383333333333333	0.5375	0.7025	0.737	0.631	0.691	0.5375	0.7383333333333333	0.6785	0.608
chr20	5549538	5549540	0.6501666666666668	0.6194999999999999	0.7278333333333333	0.7215	0.5449999999999999	0.6935	0.7195	0.6804999999999999	0.5449999999999999	0.7278333333333333	0.6696875	0.60734375
chr6	38938706	38938708	0.7488333333333334	0.5508333333333334	0.7081666666666667	0.6409999999999999	0.6085	0.7485	0.6555	0.6460000000000001	0.5508333333333334	0.7488333333333334	0.6634166666666667	0.607125
chr18	13383563	13383565	0.8916666666666666	0.8243333333333334	0.8703333333333334	0.425	0.812	0.863	0.7244999999999999	0.8975	0.425	0.8975	0.7885416666666667	0.6067708333333334
chr6	156866382	156866384	0.8083333333333332	0.5640000000000001	0.8660000000000001	0.508	0.7615000000000001	0.76	0.6120000000000001	0.76	0.508	0.8660000000000001	0.7049791666666666	0.6064895833333332
chr16	857720	857722	0.8009999999999999	0.917	0.8306666666666667	0.4725	0.7915	0.6545000000000001	0.75	0.7	0.4725	0.917	0.7396458333333334	0.6060729166666667
chrX	49260812	49260814	0.6844999999999999	0.6598333333333333	0.6995	0.5645	0.6145	0.6340000000000001	0.6245	0.6995	0.5645	0.6995	0.6476041666666668	0.6060520833333334
chr7	55532251	55532253	0.8421666666666666	0.7464999999999999	0.7568333333333332	0.6174999999999999	0.6745	0.5464999999999999	0.6255	0.5429999999999999	0.5429999999999999	0.8421666666666666	0.6690625	0.60603125
chr12	56022821	56022823	0.6545	0.6781666666666667	0.5521666666666667	0.6120000000000001	0.6325000000000001	0.7344999999999999	0.6799999999999999	0.7340000000000001	0.5521666666666667	0.7344999999999999	0.6597291666666666	0.6059479166666666
chrX	24891093	24891095	0.8106666666666668	0.5760000000000001	0.8613333333333334	0.5305000000000001	0.6060000000000001	0.8320000000000001	0.5589999999999999	0.6709999999999999	0.5305000000000001	0.8613333333333334	0.6808125	0.60565625
chr8	109266416	109266418	0.6695	0.7459999999999999	0.7735	0.857	0.493	0.857	0.635	0.7140000000000001	0.493	0.857	0.7181249999999999	0.6055625
chr10	17673117	17673119	0.7571666666666668	0.5385	0.8411666666666666	0.7874999999999999	0.8325	0.49700000000000005	0.6134999999999999	0.8425	0.49700000000000005	0.8425	0.7137291666666667	0.6053645833333334
chr2	203867149	203867151	0.7170000000000001	0.7709999999999999	0.7330000000000001	0.5045000000000001	0.7314999999999999	0.7180000000000001	0.7185	0.754	0.5045000000000001	0.7709999999999999	0.7059375000000001	0.6052187500000001
chr18	13383549	13383551	0.89	0.8206666666666665	0.8916666666666666	0.4295	0.8185	0.8425	0.6579999999999999	0.883	0.4295	0.8916666666666666	0.7792291666666668	0.6043645833333333
chr3	155693192	155693194	0.619	0.6336666666666667	0.6146666666666667	0.623	0.6540000000000001	0.65	0.654	0.5800000000000001	0.5800000000000001	0.6540000000000001	0.6285416666666668	0.6042708333333334
chr11	76667669	76667671	0.6003333333333334	0.6483333333333332	0.6146666666666667	0.5874999999999999	0.6395	0.6504999999999999	0.615	0.6099999999999999	0.5874999999999999	0.6504999999999999	0.6207291666666666	0.6041145833333332
chr10	17660729	17660731	0.6700000000000002	0.6483333333333333	0.5906666666666667	0.5865	0.622	0.6285	0.599	0.627	0.5865	0.6700000000000002	0.6214999999999999	0.604
chr6	132316173	132316175	0.4825	0.5385000000000001	0.657	0.846	0.9255	0.7875	0.813	0.7414999999999999	0.4825	0.9255	0.7239375	0.60321875
chr11	105047127	105047129	0.6966666666666665	0.7576666666666665	0.7536666666666667	0.5794999999999999	0.6765000000000001	0.6335	0.54	0.6915	0.54	0.7576666666666665	0.6661249999999999	0.6030625
chr7	55932799	55932801	0.7823333333333333	0.8	0.8	0.8	0.8	0.8	0.4665	0.657	0.4665	0.8	0.7382291666666666	0.6023645833333333
chr2	106157832	106157834	0.851	0.706	0.7710000000000001	0.476	0.67	0.8315	0.6915	0.8325	0.476	0.851	0.7286874999999999	0.60234375
chrX	49264013	49264015	0.6453333333333333	0.6243333333333332	0.6506666666666666	0.6224999999999999	0.6785	0.6425	0.5709999999999998	0.6265	0.5709999999999998	0.6785	0.6326666666666667	0.6018333333333332
chr12	56022867	56022869	0.6676666666666665	0.6739999999999999	0.6369999999999999	0.5475	0.6395	0.6704999999999999	0.6955	0.71	0.5475	0.71	0.6552083333333333	0.6013541666666666
chr14	77120144	77120146	0.8105	0.5451666666666666	0.6831666666666667	0.5330000000000001	0.6685000000000001	0.8155000000000001	0.5455000000000001	0.7514999999999998	0.5330000000000001	0.8155000000000001	0.6691041666666666	0.6010520833333334
chr1	2608923	2608925	0.519	0.7956666666666669	0.7989999999999999	0.5489999999999999	0.975	0.973	0.47	0.7709999999999999	0.47	0.975	0.7314583333333333	0.6007291666666666
chr20	46087108	46087110	0.7946666666666667	0.923	0.7610000000000001	0.6375000000000001	0.687	0.4990000000000001	0.5589999999999999	0.7565000000000001	0.4990000000000001	0.923	0.7022083333333333	0.6006041666666667
chr3	102106424	102106426	0.8116666666666666	0.639	0.639	0.544	0.5700000000000001	0.8195	0.6515	0.5715	0.544	0.8195	0.6557708333333334	0.5998854166666667
chr6	38938109	38938111	0.6193333333333334	0.6373333333333333	0.6196666666666667	0.5865	0.616	0.5895	0.6175	0.6130000000000001	0.5865	0.6373333333333333	0.6123541666666668	0.5994270833333334
chr2	213136042	213136044	0.5991666666666668	0.6535	0.6105	0.5845	0.5925	0.619	0.6285000000000001	0.6120000000000001	0.5845	0.6535	0.6124583333333333	0.5984791666666667
chr6	87161314	87161316	0.5900000000000001	0.857	0.8029999999999999	0.6625	0.6140000000000001	0.7735	0.503	0.7484999999999999	0.503	0.857	0.6939375000000001	0.5984687500000001
chr1	12169654	12169656	0.7938333333333332	0.7424999999999999	0.8254999999999999	0.5774999999999999	0.6715	0.5275000000000001	0.526	0.7029999999999998	0.526	0.8254999999999999	0.6709166666666666	0.5984583333333333
chr6	43223277	43223279	0.7655	0.7328333333333333	0.7658333333333334	0.4915	0.7214999999999999	0.7479999999999999	0.6749999999999999	0.7385	0.4915	0.7658333333333334	0.7048333333333333	0.5981666666666666
chr2	213138801	213138803	0.6653333333333334	0.6963333333333332	0.638	0.5965	0.564	0.6145000000000002	0.664	0.6195	0.564	0.6963333333333332	0.6322708333333334	0.5981354166666667
chr1	6965808	6965810	0.5833333333333334	0.7226666666666668	0.7563333333333333	0.5325	0.7014999999999999	0.7005	0.608	0.7030000000000001	0.5325	0.7563333333333333	0.6634791666666666	0.5979895833333333
chr10	17667921	17667923	0.6876666666666666	0.6809999999999999	0.6873333333333334	0.5435000000000001	0.607	0.6960000000000002	0.6335	0.6820000000000002	0.5435000000000001	0.6960000000000002	0.6522500000000001	0.5978750000000002
chr2	213019486	213019488	0.6823333333333335	0.6455	0.812	0.7775000000000001	0.812	0.595	0.556	0.5205	0.5205	0.812	0.6751041666666667	0.5978020833333333
chr11	76666580	76666582	0.5531666666666668	0.6335	0.6538333333333333	0.5870000000000001	0.6619999999999999	0.675	0.669	0.7040000000000001	0.5531666666666668	0.7040000000000001	0.6421875	0.5976770833333334
chr2	213136804	213136806	0.5305	0.6976666666666667	0.812	0.556	0.7404999999999999	0.7355	0.6545000000000001	0.589	0.5305	0.812	0.6644583333333334	0.5974791666666667
chr14	77120160	77120162	0.8043333333333333	0.5653333333333332	0.72	0.5090000000000001	0.7185000000000001	0.8045	0.603	0.7625000000000002	0.5090000000000001	0.8045	0.6858958333333333	0.5974479166666666
chr3	155693190	155693192	0.5923333333333335	0.6130000000000001	0.6130000000000001	0.65	0.6295	0.633	0.667	0.5720000000000001	0.5720000000000001	0.667	0.6212291666666667	0.5966145833333334
chr21	31175418	31175420	0.7738333333333335	0.8101666666666666	0.7778333333333333	0.5115000000000001	0.6905	0.7250000000000001	0.5425	0.622	0.5115000000000001	0.8101666666666666	0.6816666666666666	0.5965833333333334
chr9	136899306	136899308	0.6621666666666667	0.6641666666666667	0.6921666666666667	0.556	0.6145	0.6779999999999999	0.583	0.6345000000000001	0.556	0.6921666666666667	0.6355625	0.59578125
chr15	85031801	85031803	0.583	0.6559999999999999	0.6259999999999999	0.57	0.598	0.6945	0.5784999999999999	0.6289999999999999	0.57	0.6945	0.6168749999999998	0.5934374999999998
chr14	63725946	63725948	0.6943333333333334	0.5773333333333334	0.6573333333333333	0.6295000000000001	0.672	0.6235	0.5525	0.6659999999999999	0.5525	0.6943333333333334	0.6340625	0.59328125
chr18	13383398	13383400	0.8826666666666668	0.7456666666666667	0.8446666666666667	0.42	0.8550000000000001	0.853	0.6870000000000002	0.8425000000000001	0.42	0.8826666666666668	0.7663125000000001	0.59315625
chr13	75308047	75308049	0.679	0.679	0.6566666666666665	0.5680000000000001	0.5735000000000001	0.6480000000000001	0.679	0.5539999999999999	0.5539999999999999	0.679	0.6296458333333335	0.5918229166666666
chr10	119734770	119734772	0.6006666666666668	0.5523333333333333	0.7776666666666667	0.632	0.675	0.6595000000000001	0.5855	0.5675	0.5523333333333333	0.7776666666666667	0.6312708333333333	0.5918020833333333
chr2	213096167	213096169	0.7186666666666668	0.76	0.6926666666666667	0.626	0.5379999999999999	0.6729999999999999	0.6025	0.5515000000000001	0.5379999999999999	0.76	0.6452916666666666	0.5916458333333332
chr2	213135638	213135640	0.6398333333333334	0.6315000000000001	0.6628333333333333	0.6609999999999999	0.5740000000000001	0.5700000000000001	0.5800000000000001	0.5855000000000001	0.5700000000000001	0.6628333333333333	0.6130833333333334	0.5915416666666667
chr10	17659978	17659980	0.6873333333333334	0.6875	0.5043333333333334	0.7095	0.8275	0.7344999999999999	0.672	0.605	0.5043333333333334	0.8275	0.6784583333333334	0.5913958333333333
chr10	119745366	119745368	0.7310000000000001	0.7033333333333334	0.6700000000000002	0.6155000000000002	0.7310000000000001	0.7310000000000001	0.508	0.7	0.508	0.7310000000000001	0.6737291666666667	0.5908645833333334
chr16	87978325	87978327	0.754	0.754	0.6873333333333332	0.6980000000000001	0.629	0.604	0.516	0.6799999999999999	0.516	0.754	0.6652916666666666	0.5906458333333333
chr6	43222474	43222476	0.8068333333333333	0.8178333333333332	0.7208333333333334	0.468	0.6970000000000001	0.7214999999999999	0.6749999999999999	0.7959999999999999	0.468	0.8178333333333332	0.712875	0.5904375000000001
chr3	12560852	12560854	0.9608333333333334	0.8025000000000001	0.9098333333333332	0.43	0.7060000000000001	0.8105	0.534	0.8265	0.43	0.9608333333333334	0.7475208333333334	0.5887604166666667
chr21	31190794	31190796	0.878	0.8370000000000001	0.855	0.493	0.595	0.6990000000000001	0.5085	0.6104999999999999	0.493	0.878	0.6845	0.58875
chr11	105047156	105047158	0.6729999999999999	0.7046666666666667	0.6869999999999999	0.5499999999999999	0.6465	0.617	0.5449999999999999	0.6364999999999998	0.5449999999999999	0.7046666666666667	0.6324583333333333	0.5887291666666666
chr14	33212043	33212045	0.8	0.8	0.5	0.6519999999999999	0.6179999999999999	0.7284999999999999	0.5655000000000001	0.752	0.5	0.8	0.6769999999999999	0.5885
chr15	85031778	85031780	0.5471666666666668	0.6625000000000001	0.6478333333333333	0.617	0.626	0.6559999999999999	0.5935	0.6845	0.5471666666666668	0.6845	0.6293124999999999	0.5882395833333334
chr15	28238471	28238473	0.7061666666666666	0.7935	0.7228333333333332	0.5205	0.5670000000000001	0.6629999999999999	0.6825	0.5915	0.5205	0.7935	0.655875	0.5881875
chrX	49264426	49264428	0.7203333333333334	0.6869999999999999	0.7213333333333334	0.5725	0.6805000000000001	0.546	0.565	0.546	0.546	0.7213333333333334	0.6298333333333334	0.5879166666666666
chr1	40391751	40391753	0.7643333333333333	0.6483333333333334	0.5880000000000001	0.6320000000000001	0.6799999999999999	0.758	0.77	0.5065	0.5065	0.77	0.6683958333333334	0.5874479166666666
chr2	213124250	213124252	0.5944999999999999	0.5821666666666666	0.608	0.57	0.6034999999999999	0.6535	0.5734999999999999	0.6535	0.57	0.6535	0.6048333333333333	0.5874166666666667
chr10	119727365	119727367	0.7523333333333334	0.6843333333333333	0.687	0.4895000000000001	0.7255	0.708	0.68	0.75	0.4895000000000001	0.7523333333333334	0.6845833333333333	0.5870416666666667
chr18	13383064	13383066	0.9776666666666666	0.6335	0.906	0.5365	0.8335	0.858	0.4275	0.7905	0.4275	0.9776666666666666	0.7453958333333333	0.5864479166666666
chr10	17656673	17656675	0.8006666666666665	0.7893333333333333	0.7679999999999999	0.4695	0.6365000000000001	0.8305	0.631	0.7015	0.4695	0.8305	0.703375	0.5864375
chr9	98178084	98178086	0.629	0.627	0.5980000000000001	0.6395	0.583	0.6315	0.5840000000000001	0.5645	0.5645	0.6395	0.6070625	0.5857812499999999
chr2	32101167	32101169	0.611	0.5554999999999999	0.6665	0.564	0.6665	0.6665	0.5725	0.6174999999999999	0.5554999999999999	0.6665	0.615	0.5852499999999999
